emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
Energy manager,5,PA,MORTGAGE,146744,Verified,20.74,183047.0,Source Verified,27.4,0,,1996,4,41,16,18209,6542,2,1,45.0,2,3771,5,0,7,9,1,0,6,20435,21,4,8,4,86.9,0,0,moving,individual,47939,60,22.44,1331.64,E,E2,Oct-2024,Fully Paid,whole,Cash,40118.34,10463.94,29212.91,4645.82,123.36
"Engineer, maintenance",0,PA,RENT,105344,Verified,21.59,,Source Verified,,1,,2015,1,5,7,186605,154044,1,4,,2,2350,6,1,0,10,0,0,2,17190,21,1,6,1,72.4,0,1,debt_consolidation,individual,24745,60,23.01,1124.77,D,B2,Feb-2026,Late (31-120 days),whole,Cash,7960.23,13573.75,15656.82,475.99,83.69
Sub,6,NC,RENT,26875,Verified,18.18,,Not Verified,,0,,2001,8,25,3,76106,25260,2,1,,0,514,6,2,4,15,0,2,4,41956,19,11,0,1,88.9,0,0,small_business,joint,27950,60,11.1,776.39,A,B2,Jan-2024,Current,whole,DirectPay,8946.26,18429.9,19680.78,1943.88,359.86
"Sound technician, broadcasting/film/video",5,NC,OWN,128710,Source Verified,31.25,,Verified,,0,,1992,8,9,14,116056,89500,0,4,,0,1044,0,12,8,10,0,1,4,17752,9,9,6,1,92.7,0,0,moving,joint,32226,36,10.34,732.41,B,D2,Oct-2023,Current,whole,Cash,19987.37,27461.84,20381.76,2123.84,69.21
Quality manager,2,CA,RENT,90140,Verified,37.85,240717.0,Source Verified,,0,,2017,2,45,15,128494,100867,0,3,16.0,1,1278,7,8,5,18,1,1,7,2841,13,1,9,4,97.5,0,0,moving,individual,5634,36,6.29,296.53,E,C2,Jun-2024,Current,whole,Cash,213.6,3494.87,4234.23,941.05,475.42
Chartered accountant,6,NJ,RENT,43894,Verified,36.85,137707.0,Verified,,0,1.0,2015,0,11,21,33150,30606,1,0,,0,4334,3,8,5,13,1,1,4,2206,15,3,5,2,96.7,0,0,home_improvement,individual,27965,60,23.39,527.64,E,B1,Feb-2026,Late (16-30 days),whole,DirectPay,16342.6,18212.08,6053.71,1833.61,20.24
Games developer,1,AZ,RENT,95160,Source Verified,27.02,216811.0,Verified,,0,55.0,1995,9,19,18,260869,75217,0,4,,2,3295,5,5,18,16,0,1,4,5441,6,11,5,3,87.9,0,0,medical,individual,5488,60,23.31,112.0,C,E1,Jul-2024,Current,fractional,DirectPay,3482.25,2155.92,2423.54,440.59,22.45
"Administrator, education",2,FL,OWN,131356,Not Verified,13.25,,Not Verified,,0,,2010,0,40,7,37284,1466,1,1,,1,3974,1,2,16,4,0,2,6,18455,12,10,5,2,66.3,0,0,other,joint,33460,36,12.4,587.02,E,E1,Jan-2026,Current,whole,DirectPay,11968.92,9623.72,2935.78,2621.66,96.84
Systems developer,2,PA,OWN,29147,Source Verified,36.44,163426.0,Not Verified,11.13,1,,2007,6,27,23,269733,93525,0,3,,2,987,0,11,12,15,0,1,2,35001,4,9,1,2,84.9,0,0,medical,individual,6710,60,20.14,268.4,A,E1,Apr-2024,Charged Off,whole,DirectPay,2670.18,5411.85,3156.3,364.68,185.79
Early years teacher,5,NY,OWN,157222,Verified,13.55,121063.0,Source Verified,16.34,2,,2005,6,36,10,162892,124441,2,0,,2,2227,2,10,10,5,1,1,9,49298,10,2,7,1,89.1,0,1,home_improvement,joint,22319,60,10.38,398.55,B,E2,May-2023,Late (16-30 days),fractional,Cash,7758.37,13699.05,2626.31,3059.31,146.24
Fast food restaurant manager,8,AZ,MORTGAGE,35132,Verified,39.67,,Not Verified,18.22,1,,1995,5,17,20,101231,85721,0,2,,0,432,3,3,10,15,1,0,1,6164,10,3,5,0,69.8,0,0,moving,joint,36239,60,6.42,1098.15,E,E1,Jun-2023,Late (31-120 days),whole,DirectPay,9743.12,23428.24,10566.24,1180.83,295.43
Early years teacher,9,PA,OWN,96416,Verified,42.64,120373.0,Verified,23.84,0,,2007,8,16,19,198285,24319,2,1,,1,476,5,3,6,17,0,1,2,15581,18,7,4,1,61.9,0,0,debt_consolidation,individual,37271,60,18.52,703.23,E,C2,Oct-2024,Current,fractional,DirectPay,10267.4,19538.93,9108.58,5061.24,337.79
"Teacher, primary school",6,AZ,MORTGAGE,140666,Not Verified,38.2,,Verified,6.92,0,59.0,1991,2,32,24,244232,34115,1,0,,2,3259,2,11,4,8,1,1,8,3980,17,3,5,3,63.1,0,0,moving,individual,37090,60,16.64,1236.33,E,E1,May-2024,Current,fractional,Cash,11992.65,28625.15,13055.59,5768.83,385.61
Wellsite geologist,1,PA,OWN,127938,Verified,13.89,72449.0,Source Verified,16.8,0,,2003,5,33,6,133255,27037,2,0,,2,287,2,1,17,14,1,0,3,29685,23,2,0,4,72.6,0,0,home_improvement,joint,22364,60,12.55,1597.43,D,C1,Sep-2025,Current,whole,Cash,8091.34,18566.12,2510.22,4406.12,105.71
"Research officer, political party",7,PA,RENT,60295,Not Verified,22.83,,Not Verified,,0,42.0,2003,0,44,7,66893,53277,0,2,,2,4500,2,9,12,5,0,1,1,43237,5,6,6,4,64.4,0,0,moving,joint,48944,60,17.98,2224.73,E,B2,Feb-2024,Fully Paid,fractional,DirectPay,1294.52,31004.26,6983.3,3037.56,122.88
"Designer, exhibition/display",2,AZ,OWN,92702,Verified,35.83,101683.0,Verified,,1,,1986,8,26,5,44375,43886,1,2,18.0,1,3710,7,2,8,7,1,2,8,11715,13,7,0,3,90.3,0,0,home_improvement,individual,44908,60,5.62,1603.86,D,C2,Jun-2024,Current,fractional,DirectPay,30111.65,35740.58,3390.33,1872.73,357.0
Prison officer,1,IL,OWN,71066,Not Verified,29.12,,Not Verified,24.68,0,,2017,5,35,7,289543,264936,2,4,86.0,1,3035,5,10,8,13,1,1,4,17968,19,8,8,1,85.5,0,1,vacation,joint,32548,36,10.83,1713.05,C,C1,Jun-2025,Late (16-30 days),whole,Cash,13863.05,29590.68,23936.74,3429.45,50.61
"Nurse, adult",4,FL,OWN,164160,Not Verified,26.28,,Verified,36.74,0,,2015,1,35,4,90210,88900,0,4,,2,2383,7,9,19,12,0,0,4,43178,17,14,2,0,76.0,0,0,vacation,individual,29650,60,22.16,559.43,E,D2,Feb-2025,Current,whole,Cash,25759.68,20751.93,21434.24,5096.62,411.49
"Geologist, wellsite",6,IL,RENT,140559,Source Verified,13.94,83833.0,Not Verified,,0,40.0,2004,9,33,12,210676,48512,1,3,,2,2824,6,7,5,13,1,1,7,48697,24,4,9,3,80.5,0,0,moving,joint,36809,60,20.76,634.64,E,C1,Apr-2025,Current,fractional,DirectPay,3718.91,22445.67,27739.7,1421.21,386.81
Forensic scientist,7,NJ,OWN,121911,Verified,43.08,210689.0,Not Verified,,0,,2007,1,44,1,244327,123421,2,0,,0,2731,3,13,21,7,0,2,1,18336,24,6,0,1,61.8,0,0,small_business,individual,31406,36,14.47,640.94,E,C2,Sep-2025,Current,fractional,DirectPay,14942.32,17763.26,7555.42,4370.31,3.46
Fisheries officer,7,TX,RENT,153995,Not Verified,20.75,68539.0,Not Verified,24.19,0,35.0,2006,3,30,24,148374,7045,1,2,47.0,2,799,2,1,20,3,1,0,4,3961,22,14,9,3,70.5,0,0,medical,joint,28488,36,11.71,837.88,B,D2,Sep-2025,Current,fractional,DirectPay,2882.14,6335.44,4288.6,5221.76,55.72
Recycling officer,7,NJ,OWN,154249,Source Verified,28.24,,Verified,,0,15.0,2005,7,22,14,220725,181880,2,3,,2,2628,7,11,18,6,0,1,4,16219,5,11,7,4,71.4,0,1,small_business,joint,47380,36,7.71,2153.64,B,B1,Nov-2025,Late (31-120 days),fractional,Cash,40777.51,26596.14,16752.2,1262.66,376.87
"Accountant, chartered management",0,IL,MORTGAGE,92376,Not Verified,10.53,119556.0,Verified,,0,,1994,1,28,24,216758,93936,0,1,,1,4429,7,9,8,1,1,2,3,12714,4,8,8,0,74.9,0,0,credit_card,joint,9532,60,19.07,179.85,A,B2,Jan-2024,Current,fractional,Cash,423.32,2935.24,7519.9,31.75,476.66
"Merchandiser, retail",3,IL,OWN,179844,Verified,37.95,,Verified,10.45,0,58.0,2016,6,39,1,158203,83410,2,4,,1,2473,7,4,17,9,0,1,2,42994,1,1,0,2,72.5,0,0,moving,joint,29514,60,16.93,1093.11,C,E1,Jul-2024,Late (16-30 days),whole,DirectPay,22094.03,26319.06,7329.26,2677.32,69.38
"Designer, exhibition/display",5,PA,MORTGAGE,152911,Source Verified,35.46,,Not Verified,29.74,0,,2003,6,22,5,34883,34516,0,2,,0,4625,1,3,2,7,0,2,6,19309,8,4,2,0,69.8,0,0,moving,joint,38348,36,14.89,2556.53,A,D1,Jul-2024,Late (16-30 days),whole,Cash,10833.27,8111.33,13762.53,6027.3,149.42
"Pilot, airline",7,PA,OWN,30469,Not Verified,38.17,,Source Verified,,0,43.0,2012,0,47,1,41876,31360,1,4,,2,487,2,5,13,14,1,2,1,48995,13,8,0,3,80.1,0,0,small_business,joint,28126,36,12.75,511.38,E,E2,May-2023,Current,fractional,Cash,26433.6,26457.03,3904.97,1808.51,238.8
Press photographer,8,NJ,OWN,41203,Source Verified,16.79,167364.0,Verified,35.19,0,,1991,6,6,17,164763,24949,1,2,17.0,0,1407,4,13,17,5,1,2,1,6968,7,7,8,3,69.8,0,0,debt_consolidation,joint,47489,36,23.32,913.25,C,B2,Apr-2025,Current,whole,DirectPay,37976.52,11729.46,4560.8,7014.76,329.97
Barrister's clerk,1,TX,MORTGAGE,37590,Not Verified,19.95,118016.0,Source Verified,35.99,0,,2010,4,40,7,210747,59616,2,0,,2,3578,6,6,4,14,0,1,4,15709,17,6,8,0,81.8,0,0,other,joint,38491,36,14.79,836.76,A,E2,Mar-2024,Current,fractional,Cash,7406.11,25764.34,25234.45,7595.62,274.08
"Editor, magazine features",8,FL,MORTGAGE,173130,Source Verified,27.63,145614.0,Not Verified,24.46,0,,2004,7,5,10,234613,31289,0,3,,1,1394,7,10,10,9,1,1,6,37429,22,8,5,0,96.5,0,0,debt_consolidation,individual,42205,36,23.83,879.27,D,A1,Sep-2024,Fully Paid,fractional,Cash,3646.31,2300.72,7211.75,4506.28,386.6
Animal nutritionist,6,TX,RENT,157992,Not Verified,33.49,,Not Verified,,0,,2016,4,9,2,279200,19954,2,1,,2,3916,5,4,10,11,1,2,9,30938,15,5,7,2,80.3,0,0,medical,individual,15885,36,17.53,345.33,A,C2,Jan-2025,Fully Paid,whole,Cash,4078.96,3576.71,8090.92,1789.28,254.14
Financial controller,3,CA,RENT,69159,Not Verified,5.59,,Not Verified,,1,,2008,2,27,10,278305,17622,1,4,,2,3156,2,13,16,8,0,2,7,40021,8,5,6,0,65.5,0,1,debt_consolidation,individual,2395,36,11.78,140.88,B,B2,Aug-2023,Current,fractional,Cash,1561.88,685.36,827.84,77.25,155.5
Learning disability nurse,6,IL,OWN,28421,Verified,28.67,96440.0,Verified,18.26,0,46.0,1986,9,45,13,269163,56717,1,4,,0,4504,6,5,1,3,1,2,1,20391,20,4,6,2,98.6,0,0,debt_consolidation,individual,9156,60,17.04,398.09,E,B1,Nov-2025,Current,whole,Cash,8050.17,4155.62,1623.59,1438.43,200.64
Systems developer,8,AZ,MORTGAGE,128527,Not Verified,18.85,53256.0,Not Verified,35.11,0,13.0,1995,9,9,15,269452,193552,0,3,,1,141,0,4,18,2,0,2,5,3665,21,4,3,1,89.4,0,0,credit_card,joint,18635,60,12.19,477.82,D,D1,Jan-2024,Fully Paid,whole,DirectPay,17299.61,3841.12,8644.36,3059.85,145.5
"Engineer, site",6,NY,OWN,157320,Verified,9.21,61753.0,Source Verified,15.75,0,,2008,3,43,11,160795,32132,0,3,,1,3030,4,14,19,12,1,2,8,20287,23,3,0,0,82.2,0,0,medical,joint,13209,36,21.93,254.02,B,C1,Aug-2025,Current,whole,DirectPay,8968.85,3679.46,8707.03,2081.71,10.78
Volunteer coordinator,5,OH,MORTGAGE,129145,Not Verified,12.15,147749.0,Not Verified,,0,,1992,6,17,5,289681,109047,0,0,87.0,0,613,2,6,12,4,0,0,4,8232,3,14,4,2,70.8,0,0,home_improvement,joint,41532,60,8.67,728.63,C,A1,Jul-2024,Current,fractional,DirectPay,3554.72,27886.07,15353.17,2570.76,280.46
Mudlogger,0,AZ,RENT,95642,Source Verified,44.8,213274.0,Verified,,0,7.0,1999,0,33,19,86756,47027,2,1,67.0,0,4683,0,12,9,14,0,2,2,37934,24,3,1,4,86.2,0,0,other,joint,26163,60,16.67,1245.86,B,D2,Oct-2023,Fully Paid,fractional,Cash,18017.49,14982.24,4983.06,562.77,122.88
Press sub,1,AZ,MORTGAGE,34178,Not Verified,22.27,,Not Verified,,1,,2011,6,11,16,123169,34266,2,2,,1,3210,4,0,8,4,0,1,5,33999,1,4,5,3,75.6,0,0,vacation,individual,18220,60,9.29,371.84,D,E1,Jun-2024,Late (16-30 days),fractional,Cash,2586.43,12554.75,1471.12,2520.98,108.79
"Designer, graphic",5,NJ,MORTGAGE,141455,Not Verified,29.84,,Source Verified,38.97,0,,1994,6,48,18,243566,231246,0,4,,1,810,3,11,15,15,0,0,2,2933,19,7,5,0,82.0,0,1,medical,joint,48584,36,11.66,1619.47,A,C2,Nov-2025,Current,fractional,DirectPay,30046.51,1151.69,10893.81,2933.57,223.82
"Producer, television/film/video",2,OH,MORTGAGE,65426,Source Verified,33.14,189506.0,Verified,34.88,0,,2016,2,11,20,266197,84876,2,1,,0,4175,2,7,3,11,0,2,8,35435,13,13,7,1,89.3,0,0,medical,joint,29220,36,12.01,521.79,B,D1,Dec-2025,Current,whole,DirectPay,7066.61,17636.23,822.06,3795.64,368.33
Financial trader,3,NJ,OWN,53602,Not Verified,40.47,,Not Verified,10.21,2,40.0,2017,3,15,16,265869,10465,0,0,,0,345,5,11,18,17,1,2,2,22622,14,1,2,4,64.8,0,0,small_business,individual,21396,36,17.48,465.13,E,B1,Mar-2025,Late (16-30 days),whole,Cash,2073.98,9434.32,6999.7,1219.59,110.45
Patent attorney,9,FL,OWN,80573,Source Verified,30.67,153823.0,Source Verified,9.19,0,,2014,6,17,6,100606,82607,0,2,10.0,0,4899,7,8,1,6,1,1,5,17301,11,14,2,3,65.7,0,0,home_improvement,joint,34798,60,5.43,966.61,E,D2,Jan-2026,Current,whole,Cash,11020.58,24016.68,11216.46,2277.25,394.74
Health visitor,10,CA,RENT,132327,Not Verified,18.09,51373.0,Verified,,2,36.0,1996,6,24,14,19877,1724,0,4,,1,1373,0,9,4,18,0,1,6,21214,18,2,0,4,85.0,0,0,medical,joint,39250,60,18.66,665.25,A,D1,Feb-2024,Late (16-30 days),whole,Cash,16157.78,24675.43,17035.73,7778.51,296.39
Network engineer,8,AZ,MORTGAGE,172802,Not Verified,18.01,,Not Verified,,0,35.0,1988,1,41,22,16885,14714,0,4,,0,2498,3,1,13,7,0,0,2,16239,13,7,9,3,77.0,0,0,moving,joint,7078,36,15.71,150.6,A,C1,Mar-2026,Current,fractional,DirectPay,1594.78,3746.93,3076.97,265.61,13.01
"Therapist, horticultural",0,NC,MORTGAGE,126879,Source Verified,38.88,,Not Verified,,0,,2000,5,8,18,296951,37163,0,0,,2,4781,7,13,15,7,1,0,4,43868,2,6,0,3,94.6,0,0,other,joint,4803,60,7.99,81.41,D,E1,May-2025,Current,fractional,Cash,2619.73,3473.27,1913.66,558.79,161.5
English as a second language teacher,10,CA,MORTGAGE,90770,Not Verified,18.09,230658.0,Verified,,0,56.0,1998,2,32,16,249836,169210,1,0,,2,2981,5,5,15,4,0,1,3,32953,3,2,6,4,70.6,1,0,home_improvement,joint,8499,60,15.06,202.36,D,C1,Nov-2025,Current,fractional,DirectPay,3654.01,141.24,639.15,366.16,196.12
Personnel officer,6,FL,MORTGAGE,93797,Verified,26.25,,Verified,34.76,1,,2003,1,9,5,180639,125536,0,2,,1,4234,2,6,14,4,0,1,5,23808,10,2,6,3,86.9,0,0,other,individual,35984,60,23.98,2768.0,D,A2,Sep-2023,Current,fractional,DirectPay,14280.68,30203.75,881.45,4564.76,276.19
Youth worker,5,PA,RENT,81148,Not Verified,38.6,,Not Verified,,0,,2001,3,16,12,137098,83697,2,3,,1,1834,7,9,20,6,1,1,7,27506,21,1,4,3,78.0,0,0,home_improvement,individual,49642,36,8.15,1272.87,C,B1,Oct-2023,Current,whole,DirectPay,6687.25,43338.25,7492.66,6527.63,427.77
"Librarian, public",8,IL,MORTGAGE,125488,Not Verified,26.12,78610.0,Source Verified,,0,,2012,8,44,11,32065,26910,2,2,,1,3403,0,4,20,1,1,0,1,36680,7,3,0,0,82.6,0,0,credit_card,joint,23308,36,15.79,423.78,A,B2,Dec-2025,Current,fractional,Cash,12765.51,18896.09,12788.06,1184.59,469.39
"Surveyor, insurance",4,NC,RENT,56432,Source Verified,24.09,131584.0,Source Verified,39.97,0,,1999,9,17,13,114969,30129,0,1,55.0,0,4595,3,5,9,16,1,0,4,45771,13,9,8,0,86.0,0,0,moving,individual,45194,60,13.44,3228.14,D,C2,Mar-2024,Current,whole,Cash,31078.69,38064.96,7553.74,6940.9,72.88
"Designer, interior/spatial",7,FL,MORTGAGE,162662,Source Verified,21.0,,Not Verified,18.79,2,50.0,2015,0,14,10,269690,146107,1,3,46.0,1,4036,5,9,3,14,0,0,7,41048,19,10,6,0,60.5,0,0,debt_consolidation,individual,47137,60,19.05,961.98,B,B1,Jan-2025,Current,whole,DirectPay,22698.95,10918.62,34906.19,8977.76,377.06
Television/film/video producer,8,OH,MORTGAGE,107508,Source Verified,11.85,165789.0,Verified,,0,,2013,0,23,23,195167,110371,1,2,,0,2378,3,8,17,7,0,0,9,11106,10,11,5,1,94.1,0,0,home_improvement,joint,32096,36,17.05,563.09,C,B1,Jun-2025,Current,whole,Cash,26663.27,13933.64,25446.44,797.29,458.92
Charity fundraiser,7,AZ,RENT,40701,Verified,10.55,246342.0,Not Verified,,0,8.0,1987,1,14,15,87761,72999,0,4,,2,1736,2,10,1,4,0,1,9,24257,1,13,2,3,85.8,0,0,debt_consolidation,individual,2366,60,9.08,47.32,A,A1,Oct-2025,Current,fractional,Cash,1208.25,405.57,892.13,228.88,353.73
Accommodation manager,4,NY,OWN,47695,Verified,44.14,136796.0,Source Verified,,1,16.0,2010,3,19,9,253841,182216,2,0,,0,1812,2,3,1,2,1,2,1,35945,18,1,3,4,96.4,0,0,vacation,joint,2645,60,12.62,94.46,C,E2,Feb-2026,Current,fractional,DirectPay,3.23,1512.08,1639.84,115.99,256.34
Illustrator,10,NC,OWN,52169,Verified,44.92,113561.0,Not Verified,,0,30.0,1997,3,45,21,198087,156338,1,2,,2,2652,7,3,14,6,0,1,1,48908,23,4,5,0,63.9,0,1,home_improvement,joint,11095,36,21.55,924.58,B,C2,Apr-2024,Charged Off,fractional,Cash,9.36,7575.3,837.77,80.15,90.24
"Research officer, trade union",2,TX,MORTGAGE,33640,Verified,26.39,,Not Verified,18.34,0,,1999,6,25,3,154008,104682,0,4,,2,4342,1,1,9,17,1,1,7,49082,4,6,6,3,79.7,0,0,medical,individual,4213,60,12.4,221.74,A,D2,Dec-2023,Current,fractional,DirectPay,3926.68,2010.54,2287.12,425.79,433.24
Quarry manager,8,TX,RENT,120642,Verified,16.43,,Not Verified,,0,8.0,1994,7,42,9,10392,1637,0,3,,0,4029,7,3,18,13,1,1,4,31878,10,14,3,3,76.0,0,0,credit_card,individual,6351,36,20.61,235.22,B,A2,Apr-2025,Current,fractional,DirectPay,3806.33,3833.37,1953.75,143.41,377.41
Multimedia specialist,7,NJ,MORTGAGE,59118,Verified,5.08,,Not Verified,,0,22.0,2001,5,21,16,146469,46381,0,3,,1,1400,6,5,20,11,0,0,8,38444,6,3,0,0,77.4,0,0,credit_card,joint,36896,60,21.64,997.19,B,B1,Apr-2023,Fully Paid,whole,DirectPay,19448.16,35308.34,27905.46,4490.04,226.96
Associate Professor,5,FL,RENT,90820,Source Verified,7.66,,Verified,,0,,2011,2,18,2,280779,223420,2,0,,0,4063,7,4,8,7,1,0,9,47498,21,12,5,2,81.7,0,0,other,joint,29823,36,15.01,2485.25,A,B1,Mar-2026,Current,fractional,DirectPay,27398.91,12656.9,5636.33,2263.13,141.3
Illustrator,3,OH,MORTGAGE,148824,Not Verified,10.54,,Verified,,0,57.0,1986,7,13,23,24853,4835,1,0,56.0,2,1779,0,6,20,7,1,0,3,16563,6,10,9,4,77.7,0,0,home_improvement,individual,34551,36,18.43,885.92,D,A2,Jun-2023,Current,fractional,DirectPay,12062.57,2128.07,24027.58,5337.09,248.39
Environmental health practitioner,6,PA,OWN,79627,Verified,28.49,,Not Verified,,0,,2010,5,44,3,186416,72642,2,3,,2,2603,2,9,2,11,0,2,2,45125,1,4,1,1,85.5,0,0,home_improvement,joint,12120,60,14.11,247.35,C,C2,Sep-2024,Fully Paid,fractional,Cash,5731.9,10396.53,2755.49,430.28,123.59
Chartered legal executive (England and Wales),8,OH,MORTGAGE,176916,Verified,14.72,,Verified,,0,51.0,1986,0,14,5,146753,25727,2,3,,2,374,6,3,2,3,1,1,9,49181,23,1,1,0,70.4,0,0,medical,joint,6236,60,11.48,259.83,A,B1,Jan-2024,Current,fractional,DirectPay,370.46,4642.79,2350.97,31.64,256.41
Hydrographic surveyor,9,TX,RENT,125255,Verified,18.88,,Not Verified,32.28,0,55.0,2003,7,34,24,124715,106613,0,1,,2,2710,2,9,22,8,1,1,8,30098,2,13,7,3,95.5,0,0,small_business,joint,27551,36,6.8,706.44,D,E2,May-2024,Current,whole,DirectPay,25619.18,995.78,21755.04,2788.46,221.45
Arts development officer,2,IL,RENT,145299,Verified,38.33,92343.0,Verified,21.35,0,,1992,1,48,19,53265,32773,0,4,,0,2391,1,5,20,12,1,2,9,14316,9,2,0,2,82.6,0,0,credit_card,individual,42335,60,5.53,769.73,D,E2,Dec-2025,Current,whole,Cash,279.09,11687.07,2721.55,3558.25,215.76
Armed forces technical officer,5,FL,MORTGAGE,141071,Verified,35.69,142047.0,Source Verified,,1,,1998,6,5,20,33472,12730,0,0,,2,4931,2,1,9,9,1,1,6,33494,8,11,1,0,73.3,0,0,medical,individual,8872,36,20.76,277.25,C,C1,Jan-2025,Charged Off,fractional,DirectPay,7355.34,2007.52,4453.75,775.43,252.36
"Teacher, special educational needs",5,TX,MORTGAGE,28635,Not Verified,12.07,,Not Verified,,0,16.0,1993,0,22,23,61628,1667,1,4,,2,126,5,11,7,11,1,0,4,9484,15,1,2,2,79.0,0,0,debt_consolidation,joint,24741,60,20.13,485.12,B,B1,Jul-2024,Late (16-30 days),whole,Cash,9131.0,15222.81,10792.66,4177.09,239.2
"Education officer, community",2,CA,RENT,118696,Not Verified,22.27,,Verified,,0,,2000,5,48,7,54770,9592,1,4,,1,4254,2,2,8,13,0,2,9,8725,22,11,3,1,89.7,0,1,small_business,joint,31168,60,10.27,944.48,E,C2,Dec-2023,Current,fractional,Cash,15797.19,28281.25,18.43,3959.56,446.86
"Journalist, magazine",9,NC,RENT,89951,Verified,20.58,,Source Verified,8.73,0,,1995,8,24,20,18684,18109,0,0,,1,3073,6,8,19,19,0,1,1,27426,17,13,8,2,74.2,0,0,debt_consolidation,joint,16224,36,7.21,306.11,A,C2,May-2025,Late (16-30 days),fractional,Cash,15502.18,3172.2,2513.06,815.56,24.66
Social researcher,6,PA,RENT,145613,Verified,10.55,,Source Verified,,0,,1999,6,30,8,109442,93942,1,0,,1,3192,4,4,19,11,0,0,5,15271,6,7,3,3,71.2,0,0,medical,individual,13865,60,22.9,478.1,D,C2,Sep-2025,Current,whole,Cash,3445.85,7401.75,3080.27,416.34,48.18
Historic buildings inspector/conservation officer,2,OH,RENT,134472,Verified,30.81,232161.0,Verified,27.56,1,,1988,3,45,24,136892,82900,0,0,,1,1423,4,2,15,11,1,2,2,40742,6,3,7,0,79.0,0,0,moving,joint,24125,60,12.43,1723.21,C,B2,Aug-2024,Current,fractional,Cash,13358.38,11385.55,12615.54,3797.03,61.31
Photographer,3,CA,OWN,58914,Source Verified,15.95,,Not Verified,7.68,0,51.0,2011,7,48,14,149080,56462,1,0,,0,1564,5,2,12,11,0,0,4,37217,16,11,5,2,67.9,0,0,credit_card,joint,25280,60,22.47,902.86,B,D2,Oct-2024,Current,fractional,Cash,3425.8,22439.19,13936.6,1295.87,136.26
"Surveyor, planning and development",10,NY,RENT,100183,Not Verified,5.75,,Verified,15.33,0,,2006,8,47,5,127256,30393,0,3,,2,2578,5,4,12,12,1,1,6,14624,18,10,2,2,85.8,1,0,vacation,joint,30438,36,13.53,2029.2,A,B1,Feb-2026,Current,fractional,Cash,13206.04,22743.34,21019.08,500.95,318.87
"Therapist, sports",9,AZ,OWN,149360,Verified,7.27,226649.0,Verified,,0,,2009,2,37,1,53772,26281,0,4,89.0,2,2236,1,12,4,5,1,1,3,34292,5,2,9,4,66.7,0,0,other,individual,43461,60,13.33,1358.16,E,C2,Aug-2025,Current,fractional,Cash,40569.03,20757.3,30415.82,1918.84,378.45
"Biochemist, clinical",4,IL,MORTGAGE,127904,Source Verified,19.1,,Not Verified,34.66,1,9.0,2007,0,35,1,117582,23718,1,4,,1,2923,2,8,4,8,0,2,9,47768,4,1,9,0,69.1,0,0,moving,individual,3984,60,10.8,199.2,E,A2,Nov-2025,Current,fractional,Cash,1190.38,776.68,2452.13,87.81,389.34
Clinical psychologist,9,NC,RENT,63060,Verified,29.52,107989.0,Source Verified,13.58,0,,2005,8,14,6,129558,23396,0,2,,1,4642,7,9,8,16,1,0,8,18142,8,11,0,2,89.7,0,0,credit_card,individual,36825,60,12.65,836.93,C,E2,Aug-2024,Current,whole,DirectPay,28599.71,24827.58,8134.18,6003.13,341.33
Editorial assistant,2,NC,OWN,47313,Verified,27.95,88024.0,Verified,28.24,0,38.0,2005,9,9,13,154866,19975,1,4,,2,3373,1,0,19,8,0,0,9,7296,19,8,6,3,70.5,0,0,credit_card,joint,4117,36,21.15,294.07,D,C1,Jan-2026,Late (16-30 days),fractional,Cash,613.54,922.26,107.32,311.08,447.53
Probation officer,3,AZ,OWN,173388,Source Verified,22.19,74053.0,Not Verified,23.72,0,,1994,3,23,20,83671,10618,1,4,,0,4769,7,3,23,5,0,2,5,15088,22,13,1,1,85.2,0,0,vacation,individual,35259,60,21.86,1533.0,C,C1,Mar-2025,Current,fractional,Cash,18861.75,4639.27,7514.03,138.44,459.49
Community education officer,1,PA,OWN,96635,Verified,11.37,199479.0,Not Verified,35.62,1,,2014,2,30,3,177213,139925,0,0,,2,4730,4,9,22,5,0,2,6,26105,3,3,7,2,95.5,0,0,other,individual,10476,60,18.31,177.56,D,C2,Aug-2025,Current,whole,DirectPay,8398.53,2099.98,7748.61,910.12,234.93
Sports development officer,0,OH,RENT,60526,Verified,24.13,,Not Verified,,0,,2009,2,11,11,52284,24810,1,3,,2,3519,0,8,13,17,1,1,3,26769,8,12,3,0,84.8,0,0,moving,joint,5738,36,11.64,179.31,B,D2,Jul-2025,Current,whole,Cash,5633.24,5632.13,4013.51,678.2,124.21
